text,target,char_len,word_count
Phatkari Khan ya biryani???,Neutral,24,4
mery chehre pe bal hain b0h0at darhi ki tarhan kya kar0n,Negative,46,11
Gairo ? Ye Kya hota hae g? Es ka doasra naam bataden ?,Neutral,42,13
"Meqdare korak to bta dete,,,,,,jnab",Neutral,31,5
Free Tibby book main dekhain books upload hain is topic par,Neutral,49,11
Chubby cheeks Krna ka totak ya tips btay.. plzzzzzzzz,Neutral,45,9
Raat ko oil or dahi mix kar kay lagoo 3 weeks main ho jay ga,Neutral,46,15
Kon sa oil sarso ka oil..,Neutral,20,6
Chahiyon.ka.tootka.btain.plz.,Neutral,29,1
pate kaam.karna koi totka bata deay,Neutral,30,6
Yes aur kuch b batye,Neutral,16,5
Wait lose ho jay ga,Neutral,15,5
ap ka question kia ha,Neutral,17,5
tumy bhot bhar gie h,Negative,16,5
pato km karna k totka,Neutral,17,5
Tummy kaam.karna ka totka,Neutral,22,4
Kis topic pay,Neutral,11,3
Weight loss par,Neutral,13,3
tummy kam karna k totka please bata deay,Neutral,33,8
Me boohat kamzor hu meri sehat ksy thk ho gi me kya kro,Negative,43,13
Me khati thk ho pata ni kya ha muj bta day plz,Negative,35,12
Sory messngar ni ha,Neutral,16,4
Skin dry k ley koie tip batuo mery bhi ki skin bohttt dry hai,Neutral,48,14
pimpls k leay kch bta dyn plz,Neutral,23,7
Eyes k nechy line jo ati ha or jld b lose hti ha kya kiya jye,Neutral,46,16
abi tak kesi ko totka btya he sirf inbox me msg ko khta he,Neutral,45,14
Mje bta de smart hny ka,Neutral,18,6
Wazan brane ka btade,Neutral,17,4
Bal Lamby Krny Ki K0i Tip Bta Dyn Mery Bal Brhty E Nae Plz,Neutral,45,14
Samajh ni aie kea lgana h.,Neutral,21,6
Samajh hi nai a raha,Negative,16,5
Plz muj kuch btaa day,Neutral,17,5
Kya ye me b kr lu,Neutral,12,6
Ya sardio main kam karta h,Negative,21,6
To kya krna ho ga koi alag btaa day plz,Neutral,30,10
GRmio me b hm ye kha skty hn kia,Neutral,24,9
kam karna k toka,Neutral,13,4
Kun sa lotion foundation ki jagah samajh nahi aaya,Neutral,42,9
Yeah kya hota h market main kahan milega,Neutral,33,8
Jaldi jaldi banalo sooba 3 dino mein ,Neutral,30,8
Kasy perni ha,Neutral,11,3
marhim katne key h,Neutral,15,4
g mrhum katne ka h majhe as key zarorat h,Neutral,32,10
hakeem sb marham katne key h,Neutral,23,6
hakeem sb marhim ka nam kya h as key kamat katni h j,Neutral,40,13
es marhim ka name kya h our kamat kya h,Neutral,30,10
Bahot shukriya,Positive,13,2
Kahsh namazi bih etnay kubsurat hu jahay.,Positive,35,7
Ye itni khubsurat masjid kha h,Positive,25,6
"Allah o akbar, Ya Allah madaad farma, Ameen",Positive,36,8
Ya Allah madad parmah,Positive,18,4
"Allah o akbar, Ya Allah madaad farma, Ameen.",Positive,37,8
Ameen allah siyat da allah ham.subki mushkil asan kary,Positive,46,9
Ya allah in ki madad farma ameeeeen,Positive,29,7
ALLAH PAK IN KI MADAAD FRMA,Positive,22,6
Yah Allah madad permay Ameen,Positive,24,5
Allah raham farma Ameen,Positive,20,4
ya allah madaad farma ameen,Positive,23,5
Subhanallah kya allah ki qudrat hai,Positive,30,6
Aap ko bhi,Neutral,8,3
Eid mubarak ho ap sab,Positive,17,5
App ko be eid mubarak,Positive,17,5
Sap ko bhi eidmubarak,Positive,18,4
Eid Mubarak ho asp ko bhi,Positive,20,6
Walaikumsalam app ko bhi eid mubarak,Positive,31,6
ap ko b boht boht eid mubarik,Positive,23,7
Aap ko bhi eid mubarak,Positive,18,5
Apko b boht boht eid mubarik,Positive,23,6
Bukhar ke liye koi totka batain,Neutral,26,6
Bukhar ka koi nuska batain plz,Neutral,25,6
goli mar do aise logon ko,Negative,20,6
Allah rahm kry is mulk pay,Neutral,21,6
 Driver thora bahut mere jaisa lagta tha,Neutral,33,8
Meray case main srf song different tha  ,Neutral,32,9
bohat Zabrdast drama ..... My fvrte ,Positive,30,7
Gajaw ho yar bhai Jan,Neutral,17,5
Innna sona kyu Rab ne banya jee kr dekhti rahu,Positive,37,10
Apki pic dekhkar mai sab bhul jati hu,Positive,30,8
Kya bat ha...,Neutral,11,3
Nazer na lug jayae tugay ho hoty,Positive,26,7
New he bilkul new abhi ka,Neutral,20,6
Wo hashr ni tha howa os ka os ki new movie ka get up tha wo,Neutral,44,16
Rae sahb fawad ki gaja ap ko hona chahea tha,Neutral,35,10
Masha allha bahut kub,Positive,18,4
Gg bilkul Gulzar hai,Positive,17,4
Hello favad khana bhai kesy hi aap,Neutral,28,7
mtlb chahty k naa sooon me aj raat,Negative,27,8
Gull dil k andar tha tha ho rahi :-P,Positive,28,9
bht ziada,Neutral,8,2
Barthday Mubarak ho sr,Positive,19,4
Mahera ko fawad sy shadi kar layne chaheyae,Neutral,36,8
Wah g wah itneeee dinoooo bd,Positive,23,6
Asalamu alekum bahi kaisai hi aap,Neutral,28,6
Ena sona kiun rab ne bnaya ,Positive,21,7
Itna sona tujhe rabne bnaya ki vekhdi rawaha,Positive,37,8
Soni chiz ki treef hi krte hain ,Positive,25,8
Kia ap kia whitening gold cream mil sakti h? Price ?,Neutral,42,11
Plz price btaen is oil ki nd use b btaen,Neutral,31,10
Pakistan m inki Kia price hy,Neutral,23,6
Feslabaad ma kis jaga sy AP ki product Miley gi .,Neutral,39,11
Hemani mei sab kuch islamic sewai rates k,Neutral,34,8
Pakistan se mil jai,Neutral,16,4
Pakistan se mil Jai gi Pakistani price kiya Hain?,Neutral,41,9
lolx khtam hi hogya hai,Neutral,19,5
acting kamal thy,Positive,14,3
ye muqtada to nehayat he chawal kisam ka insan lgta hje,Negative,45,11
plzz is dramay ko is dafa bhi chalaiyey ga,Neutral,34,9
yaaar mahi kab aye ga.......!!!!,Neutral,28,5
hmari lyt e chli jati ha 8 bje.... plz do something:((((,Negative,46,11
mard hai wo bdl b skhta hai..,Neutral,23,7
i think aleen chor k chali jaegi,Negative,26,7
hmm ok woh larki aur kis drama main ayee thi ?,Negative,36,11
ye hota hai galat faisle ka anjam.…,Negative,29,7
"daubing thek nei hai mastana mahi key,,,yeah we watch",Negative,45,9
Koi Pakistani movie b krlo fawad Khan,Neutral,31,7
Zobia zaheer ap kaun ho?,Neutral,20,5
.fawad sir abhi time lega,Neutral,21,5
yeah mil gye wo mr gai,Negative,17,6
Hmm l8 nhe hai warna main aj ka last episode dekhti,Neutral,41,11
fahad mustufa humesha ki tarha zabardast......,Positive,41,6
Arsal ki maa isilyee githiii boltii ha usy ,Neutral,35,9
Aj k Episode ne kmaal kr dya #Kinza missing kaha gye aj?,Positive,45,12
Finally arsal ko b pata lag e gya jiya ki feelings ka ,Positive,42,13
Mny mis KR di aj ki episode,Negative,21,7
youtube pe Dekhna 11:30 pe aye ga,Neutral,27,7
Koi review Dy ga Kia hoa plzz?,Neutral,24,7
mene kal dekha tha tv par,Neutral,20,6
mzyy ka Hai naa,Positive,12,4
Huma Or jiya ki video lay ayaaaa chettaaa dj ,Positive,36,10
Maa sadke jae ty peyo lantaan paae ,Neutral,28,8
Dj ki to kiyaaa hiii baat ha na... very nyc,Positive,34,10
HyeeeeeeeeDJ.....chha gya mery cheetay,Positive,35,4
Jalal Khan aj jalal me agyaaa ha ,Negative,26,8
DJ tera name kia h ?,Neutral,15,6
Log dekhty hn me sunta hu ,Neutral,20,7
kashh wait na krna prta hoooo,Negative,24,6
Dj cuteee ha,Positive,10,3
Oyee dj ka real name kia hy?,Neutral,22,7
mera b nick name sami hy ,Neutral,19,7
DJ ki video Jiya ka iqrar record kry gi aj ,Neutral,33,11
Chha gya mery cheetah,Positive,18,4
Oye chotu tum tou payare hone k sath sath bohat genius b ho,Positive,47,13
kb aega next episode cnt wait,Neutral,24,6
Dj... aj to zbrdst breaking news lana,Neutral,31,7
Dj ki Breaking news ka hi tOo inteZar ha..,Neutral,34,9
DJ to baray kaam Ka hai yaar,Positive,22,7
Ab keraa nawaa katta kHolny laga hy dj,Neutral,31,8
kia news ho skti hai any guesses?,Neutral,27,7
agr DJ breaking news de ga toh zror bht zbrdst hi hogi,Positive,43,12
Cool DJ Bhai ho toh h asa,Positive,19,7
Zahra chractor kia hota hay character suna tha,Neutral,39,8
Hmm short mn likha hy to aesy hi hoga na ..,Neutral,33,11
Mera bhi DJ fav hai (chotu reporter),Positive,30,7
Han mene abhi dekhna start kia last 3 episodes se,Neutral,40,10
Kitna acha bhai hai kehta me daant kha lun ga ap tension na lo,Positive,49,14
DJ ko aik pappi idrrr aikk pappii udrr ,Positive,31,9
Dj ki wja se drama dykna ka dil krta h,Positive,29,10
Very Bad DJ Ne Ja Video Wap ni ki Arsal ko,Negative,32,11
Dj yar fees bht kum leta ha bary bary kamon key,Positive,37,11
Agree DJ rocks yr aj k episode mein DJ chaa gaya,Positive,38,11
ye harkt Girlz hi kr skti hy marne waali,Negative,32,9
han yr DJ great h,Positive,13,5
han yr ja tu chali jaa krle acting bnja sherry ki heroin,Negative,45,12
oye hoye bt jokes a part is kinza ko drama se nikalo,Negative,41,12
Hn yr bari I arsal se shadi karny wali,Neutral,30,9
Yr ramazan k bad yeh drama khatam ho jaye ga ,Neutral,35,11
yr yeh drama khtm nh hona chahye chalta rhna,Negative,36,9
Kash arsal jia mein se koi to ese ek mar hi deta thapar,Negative,43,13
24 or 25 bhi upload kro abhi k abhi xD,Neutral,29,10
sutan jo hy jia ki,Negative,14,5
us k andar ka pathan bahir aa gaya th,Negative,29,9
Hurmain Fatima yeh mast hai esa hi hona chahiye,Positive,39,9
And last mein coffee wala scene Hayee,Neutral,31,7
oye hoye coffee wala scene omg wow.....,Neutral,33,7
DJ ki acting to best h or aj ki to or bhi superb,Positive,36,13
Kl KB ho GI yr next episode ka w8 nhi ho raha,Neutral,34,12
Jia arsal dono k parents b boht funny hai yr,Positive,35,10
billo aj bh zinda h and DJ ny kamal kr dia aj,Positive,34,12
Aaj ki episode bohat axhi thi,Positive,24,6
Akhir hi aalla dailogue thy aj,Positive,25,6
kash ye khtam e na ho ,Positive,16,7
Nasha hi chrh gya ,Negative,14,5
Yh drama best hy ...but Ramzan k baad Khtam ho jye ga,Negative,42,12
ab to arsal me afsoos lag rha hai...,Negative,29,8
QasmY besabri aay intezar kal ka,Negative,27,6
Kinza bt buri hai,Negative,14,4
Is sal ka best drama h.,Positive,18,6
 hum tv is ka end na karan ,Neutral,19,9
Pls eid k baad bhi ise Continue kre plz,Positive,31,9
Dj bht cute haai yrr Kinza phlt to Bari masoom thi ,Positive,40,12
hamara chanda kuch sunta hi nhi,Negative,26,6
FIR kataygi ab,Negative,12,3
Dil krta me b yhi strategy plan krun :p,Neutral,31,9
Eid tak chalega....uske bad The END hogii.,Neutral,36,7
G new type ka drama hai,Positive,18,6
acha Same hero aur Heroine hai New kese,Neutral,32,8
Story and Comedy Different h is drame ki apko nai laga new,Neutral,47,12
Plzz is drama Ko kuchhh mahina aor chalaien,Positive,36,8
Billo g b serious ho gaiii ,Neutral,21,7
Bhut he acha drama hai love it,Positive,24,7
billo g ap sohni bohat h,Positive,19,6
is billo ki lipstick light krin to kuch achi lgy gi,Negative,41,11
Phupi ho to billo g ki trah....best acting billo g.....,Positive,46,10
End nae krna yr,Neutral,12,4
End na karo,Neutral,9,3
Is drama ko eid pe end na krein,Neutral,24,8
Agar zyda lamba ho gya to bore ho jana hai ..,Negative,35,11
Is ka season 2 b ana chahiy agle sal shadi k bad ka,Neutral,39,13
Ys in ke shadi or valima dekha dein,Neutral,28,8
Isi ka 2 season aalayy Sal shaadii k bad k,Neutral,33,10
kia chahte ho bhai? :P,Neutral,18,5
Aho ab dakhty hain kon kholta ha neya katta,Neutral,35,9
apnaY MUOOOO BARAY NA HI DASO TEY CHANGI GAL A,Neutral,37,10
Billo unty hain naa wo kis kam ayengii,Positive,31,8
billo bandri oh sorry rani xD ,Negative,24,7
Jaan chor.do is serial ki,Negative,21,5
Yaar ye couple bht dashing h yaarr,Positive,28,7
Hahahaha tm n single he rehna ha,Negative,26,7
Ma n dua ni di....reality btai hai,Neutral,28,7
Hahahaha angoor khatty hai na,Neutral,25,5
Hahaha tmhy bardasht b kon kry,Negative,25,6
Krny walay kar b rahay krain gy b..Aap se matlab?,Negative,40,10
Hain kon hai wo bechara,Neutral,19,5
Apko btana lazmi koi nai,Negative,20,5
billo kholy ge nawa katta,Negative,21,5
Bilo kholay gi nawa kattaa,Negative,22,5
Bilo aunty aur dj khole gay  ,Negative,22,8
ha ye tou h phopu hi hr wari pandi mrti h hr kam may,Negative,39,14
Ye arsal ka gareban kabi band Q ni hota,Negative,31,9
Punjabi filmoo ka hero ban'ny ki kosish me hota ha na islye ,Positive,48,13
KInza tu zeher lgi sj mjhy,Negative,21,6
han na bht meesni hy ksmain ah ki episode Main dykhi na ghuni,Negative,49,13
Churail hai poro,Negative,14,3
churail fir choti hoti dyin hy wo puri,Negative,31,8
Billo bandri khulwaye gi nawa katta ,Negative,30,7
Plzzzzzz is drama ka end na karan hum tv,Negative,32,9
Nahi arsal piyar hi karta hy isKo,Positive,27,7
Billo aunty or DJ kholein gy nawa katta,Negative,32,8
Iska mtlb kya h wesy ,Neutral,16,6
matlb to wesy mjy b ni pta,Neutral,20,7
Ab to bs kl k episode ka intzar ha,Negative,26,9
Hun katta nii oontt khulyy ga...jalal Ahmad khan ghert mnd,Neutral,49,10
Bohat mazy ka h drama,Positive,17,5
promo youtube pe kal ee Agaya tha..23 ka.,Neutral,34,8
Fb py b upload kiya kryn plzz,Neutral,23,7
To promo ka he kaha hy mny,Neutral,20,7
Iqra hollywood ki actress kiu lagti h ,Neutral,31,8
hollywood ki Actress kharab hoti hain ye achi hai.,Negative,42,9
ji irfan yeh bat tu h...r amaxing talent h iqra me...,Positive,43,11
lgta h ap yh drama regularly dekhty hain...,Neutral,36,8
Bata ku nae dyty ake dusray ko apny dil ki baat,Positive,37,11
Is tarha ky Or drama bhi banny Chahye,Positive,30,8
Dear admin bhai sary episode ek 7 phenkdo na,Neutral,36,9
Kinza tu bht zehar ki lagti ha fasd ki jr churel,Negative,38,11
promo jaldi dal dia karennn,Neutral,23,5
Koi inko dhung ka dress he le de plz...,Negative,31,9
Itna bura na bolen ek din ap lOgo na bhi phOpho banna ha ,Negative,44,14
na kru yrr kinza my fvrt hy,Negative,21,7
finallyy jiya ko realise hogaya,Neutral,27,5
zoya ki acting osam hy Allah mujy b zoya jysi bv dy,Positive,40,12
IsKlye Apko b Arsal jaisa hona paray ga... ,Neutral,35,9
achaa tou ye drama hy ,Neutral,17,6
Yakeen haai mujay is baat pr koi shq nahiii,Neutral,35,9
mai nahi dekh rhi,Neutral,14,4
Timeee nahi hotaaaaaa,Neutral,19,3
Yr tym pta chali kb ata raat m?,Positive,24,8
Kbhe koi drama nehn dekhata bs aik ke dekhata hoon,Neutral,41,10
Koi bhiii drama is jaisa nhi hoga i love alot,Positive,36,10
Pora dun is drama ka w8 krti hu i love this drama,Positive,38,12
nai khtm nai kro Sirf Kinza ko bahir nikal,Negative,34,9
Ajiya ko chahiyae arsal ko bhe izhar mohbbat karae,Neutral,42,9
Arsal ki kinza sa shadi hogi,Neutral,23,6
Nh hoge,Neutral,6,2
Nhi ho ge,Neutral,7,3
Nhi hogi promo nh dekha,Neutral,19,5
Sherry se hogi kinza ki ,Neutral,19,6
In dono he ki shadi ho gi kinza ko said par phenky gy saryal c,Negative,48,15
Excited Jiya ar Arsal ki shadi hogi ,Positive,29,8
Man shidat se agli episode ka wait Kar Raha hon,Positive,38,10
Mood ko light kr deta h ya drama,Positive,25,8
Dekhti ho tm?,Neutral,11,3
Daily dekhu na,Neutral,12,3
Maza ata hy,Positive,9,3
Kitny bjy ata hai or kis din??,Neutral,24,7
bhot Acha h y drama .mn dykhti hn ,Positive,26,9
Plzzzzzzzz is drama ko khtm na karan ,Neutral,30,8
Akhir jia bh maan hi gai,Neutral,19,6
Ghr wle man Jaye ge,Neutral,15,5
Start Jo kiya uski saze hai un dono ki,Negative,30,9
khud hi mil kr kam kharab kia 2no ny ghr walo ka kia qusoor,Negative,46,14
sitaro sy agy jaha ar bh hn abhi ishq k imtiha ar bh hn,Negative,42,14
Jab niyaat aur dil saaf ho toh koi kuch naih karsakta hae :p,Positive,48,13
Or phr dono ko pyar bhi hojayga,Positive,25,7
Eid main SB thek hojaiga,Positive,20,5
Nikah to kiya hoa hai to ghr sy e bhag jayn jiya or arsal,Negative,44,14
Pehla drama js me acha lg raha ye,Positive,26,8
Farhan ap or bhi aisa hi dramas ma kam kerya,Positive,35,10
Sb ki acting bht achi ha,Positive,19,6
Ye pehla drama ha jis me mujy farhan acha lg raha ha,Positive,41,12
Hahahaha drama ha kch bhi hosakta ha,Neutral,30,7
Just Awesome Yeh drama lagty he sub ghar Waly alert hojatyy ,Positive,49,12
aaj ke episode to kmal thi yar,Positive,24,7
Plz hr episode ka promo b upload kiya kryn,Neutral,34,9
Ajiya ne to rula diya aaj,Negative,20,6
Kindly aj ki episode tag kr dy,Neutral,24,7
ajiya or arsal ki shaadi pehle se ho chukki hy,Neutral,37,10
Kinza ko dafa ho Jana chahiya,Negative,24,6
Maza aa jata hy drama daikh k ,Positive,23,8
Aj ka episode bhot emotional ta nd serious b,Neutral,36,9
behan ap Q tv dekh lo ya madni channel,Neutral,30,9
Nukta cheeni to zarur krni hoti hm logo ny,Negative,34,9
jiya aj muslim bn gye Nimaz parhi hy usne,Neutral,33,9
Bachy ka name kia hy Acting kmaal ki hy choty se bachy ki,Positive,45,13
Acha episode tha,Positive,14,3
Daily sirf aik isi drama ka Intezar rehta h,Positive,35,9
Mujy b ya drama had sa zyda Acha lgta hai,Positive,32,10
Bht maza aya ajki episode dekh ker,Positive,28,7
Bilkul sai kha,Neutral,12,3
 jb y khtam ho jae ho jae ga tb me kya dekhun gii,Negative,36,14
Me tu sochti ho ye drama khatam hojayega tu hum kia dekhaga,Negative,48,12
Legend to woh hain jinka fav drama suno chanda hy,Neutral,40,10
sharam....kl light e nai thi ..,Negative,26,6
Acha e bht hai...frustration bhaag jati hai yeh dekh k...,Positive,48,10
Jiya dil har jy gi,Negative,14,5
Allah karey jiya dil har jaye,Negative,24,6
Arsal ny to dil geet liya,Positive,20,6
Sbr ni ho raha aj ka episode dakhny k lye ,Neutral,32,11
dil cha rah hn bus abi ajy,Positive,20,7
Waise dadi bohat pyari hy sweet c :*,Positive,29,8
jiya ki bachi ko ab to samjh jana chahiye,Negative,33,9
Har jaye ge ,Negative,9,4
Ab set hojaegii ajiya...,Neutral,21,4
Yr sbr ni.ho raha jaldi.upload kr dena,Negative,32,7
Jldii upload kiiaa kreiin bs,Neutral,24,5
Agha jii b toh cute hain ,Positive,19,7
Har jaye gi,Negative,9,3
Har jay gi Hahahaha  ajiya arsal ,Negative,26,8
Fazool me drama ltkaya hua h,Negative,23,6
ab tou dil hari hi hari,Neutral,18,6
Hr jayege jiya,Negative,12,3
Abb tou shayad samjh jaye gi..,Neutral,25,6
Haar maani ,Negative,9,3
Bohat mazy ka yr mode fresh ho jata h,Positive,29,9
Haar jayegi jiya,Negative,14,3
tharky baba ki bat sach hony wali h,Negative,28,8
Ye daily ata hai?,Neutral,14,4
Hr jaiya gee,Negative,10,3
Samjh jaeyy gii,Neutral,13,3
Dil har jy ge jano jiya,Positive,18,6
Hahaha exactly  dj is too cute ,Positive,24,8
Her episode p jati h TRP ,Neutral,19,7
Yaar kamal ka drama ha,Positive,18,5
Iqra Ap ki wjaa se is drame main jaan aii hai,Positive,35,11
She will fell thora sabr karo,Negative,24,6
Jia ghlt kr ri hai ab,Negative,16,6
AYESHA Khan tb osy pyar ni tha ab ho gya tu kya kry wo,Positive,41,14
Tum log idr apna drama kol loo ,Negative,24,8
Kamal k acting k ha jiya ne is dramy mai,Positive,31,10
Arsal ko goli lg gai,Negative,16,5
aur woh Shery bhag gaya aim time pe.ye thi lamby planing.,Negative,47,11
Kaml ka ha yeb,Positive,11,4
Kuch nhi hoga arsal ko,Positive,18,5
Ye geya bhe bas Allah mfi,Negative,20,6
Bth achi episode thi Aj ki ,Positive,21,7
bs kardo,Neutral,7,2
kia hai apko har jaga ajatay hain,Negative,27,7
Jiya maan jay jldi cy.....,Neutral,22,5
Very NiCE episode bht mza aya dekhna m,Positive,31,8
Jitna dykhu km hy,Positive,14,4
Aaj ka upload krdo,Neutral,15,4
Aj ki ep to upload kro,Neutral,17,6
Episode ni lgi kia aj??abi tk YouTube py ni upload hue ,Neutral,44,12
Yar aj ki epi i nh kya?,Neutral,17,7
Goli kis ko lag gai??,Negative,17,5
tere ppr horhe h bhai ,Neutral,17,6
han ho rhy hain comment nzr aa gya to jawab dy diya ,Neutral,40,13
Goli kis ko lagi hai,Negative,16,5
Yaaarrr ap intezaar nhi ho raha  arsaallll ,Negative,35,9
hey 2 chaperay pari h bra dukh huwa kasmay,Negative,34,9
bichary ko 2 chaperein paren,Negative,24,5
Bhai time pass k liye acha drama hai rozay k bad ,Positive,38,12
Koi Urwa ko dekhao Farhan ki harkat,Negative,29,7
haha arsal ne kese pakra tha ajiya dar gai thi,Negative,37,10
Arsal samajhdari se chalraha hai jia bawli h....,Negative,41,8
ye tha kal ka episode jo tm ne miss krdia ,Neutral,32,11
Oye zalima mar he dahllahh Es scene ne,Negative,31,8
Bus yeh wala scene dekh lein  pliss plis pliss,Neutral,37,10
Jiyaa yaar man bhi jao ab,Neutral,20,6
Ab dekhna hi parhy h ga ye drama,Neutral,25,8
Bht soft bolta h,Positive,13,4
agha wraz main bread khowaraly wi nu tola wraz ogay wam,Neutral,45,11
nai mujy sy halt roti b nai khai jati parathaaa no no,Negative,42,12
 jisko mhbt hoti hei wo khjd yaad b rkh leta hei,Positive,37,12
Phir me b apki bhool jain  yaad rakh k kya krna,Negative,36,12
Haan g zehan nasheen. Ab yad dashtt khtm ho tou jan chutty,Negative,47,12
Social media Kay jahilo say pnha mango bus.,Negative,36,8
yehi plans to nai hn? ,Neutral,17,6
jsy tu course mn krti hy,Neutral,19,6
Ap ne apnay bchn ko aisay e chill krwana,Neutral,32,9
Waqt ne kia hai hmarey sath yeh ,Neutral,25,8
Hahaha dfa hoja,Negative,13,3
chal nikl tere bachon ko prhane k liye hi may reh gae kiya ,Negative,46,14
Kese kron apply??,Neutral,15,3
Digiskills search kro google,Neutral,25,4
